identifier,name,description,birthPlace,birthName,deathPlace,birthDate,deathDate
0HBYjtui2NdbIjFMOmmArf,Charles Edgar Haldeman,"Charles Edgar Haldeman, Jr. (born October 29, 1948) was the chief executive officer of the Federal Home Loan Mortgage Corporation, known as Freddie Mac, a publicly traded company that is the second largest source of mortgage financing in the United States. On October 26, 2011, it was announced that Haldeman would retire, but he agreed to stay until a successor was found. Haldeman left Freddie Mac in May 2012. He is the former President, CEO, and chairman of the board of directors, of Putnam Investments, a mutual fund company based in Boston, Massachusetts. He served on the Board of Trustees of Dartmouth College from 2004 to 2012.  Biography He was born to Betty Jane and Charles Edgar Haldeman, Sr. on October 29, 1948 in Philadelphia, Pennsylvania. He graduated summa cum laude from Dartmouth College in economics in 1970. In 1974, he received both a J.D. degree cum laude from Harvard Law School and an M.B.A. degree with high distinction from Harvard Business School, where he was a Baker Scholar.  UNITED ASSET MANAGEMENT CORPORATION ANNOUNCES ELECTION OF CHARLES E. HALDEMAN, JR. AS PRESIDENT He is also a CFA charter holder. In 2004, he was elected to serve as a charter trustee on the board of trustees at Dartmouth.  Dartmouth College Board of Trustees Trustee Biographies. Retrieved April 30, 2007.  Haldeman was a managing partner and director at the investment firm Cooke and Bieler Inc. from 1974 to 1998, President and COO of United Asset Management Corporation from 1998 to 2000, and CEO of Delaware Investments from 2000 to 2002. He then joined Putnam Investments as co-lead of the investment division. In the wake of the Mutual fund scandal of 2003, he was appointed President and CEO of Putnam and has since led the company forward in reorganization, compliance, and enhanced disclosure. Having stabilized the business, Haldeman led an initiative to sell the company. In January 2007, Putnam Investments was sold to Great-West Lifeco for 3.9 billion dollars. In 2009 Haldeman joined Freddie Mac as its chief executive. In July 2012 he was appointed to the McGraw-Hill's board of directors.  Haldeman is recognized in the industry for his high ethical standards. In December 2006, CFA Magazine cited him as "" The Most Influential Person in the Industry "" for 2006. CFA Magazine Identifies Putnam President and CEO As One of Three Most Influential. November 26, 2006. He and his wife Barbara, both Harvard Law alumni, have donated millions of dollars to Dartmouth College. In 2004, a $10 million gift was made to open the Haldeman Center, home to the John Sloan Dickey Center for International Understanding, the Fannie and Alan Leslie Center for the Humanities, and the Ethics Institute.  [ Dartmouth Experience  Press Release. May 5, 2004. Dartmouth Experience  Haldeman Center. Haldeman serves on numerous other boards and committees, including the Boston Chamber of Commerce  Boston Chamber of Commerce  Board of directors. and the ICI board of governors,  Investment Company Institute October 11, 2006. and was previously an "" overseer "" for the Tuck School of Business.  Board of Overseers  Tuck School of Business. In August 2007, Sigma Phi Epsilon awarded Haldeman its Citation award. The Sigma Phi Epsilon Citation is presented to a small, highly select group of alumni who have achieved uncommon success and stature in their particular professions and fields of endeavor, and, by doing so, have brought great honor to themselves and to the Fraternity. From 1965 to August 2007, 241 SigEp members had been honored with the Citation.  Sigma Phi Epsilon Press Release  Citation Recipients August 16, 2007. Haldeman was a member of SigEp's New Hampshire Alpha Chapter at Dartmouth College and served as the chapter's president from 1969 to 1970.  The Dartmouth  Board Chairman Wins Fraternity Award August 17, 2007.",Philadelphia,,,,
0HBZ9dwG2kmdUmOYPdAqjH,Linda A. Mills,,,,,,
0HD86XWSMfKdVJcZvzCft3,Gerard M. Murphy,,,,,,
0HEuS2hTrYlbAJJJyZ2U8r,Vincent S. Miceli,,,,,,
0HGFHkVI30HdYf7nKTxhWm,Akihiko Ouchi,,,,,,
0HHug5z0yKfap701FUwkzf,Friedhelm Steinberg,,,,,,
0HODhCzGSqCeaQ7jGgEV6Q,Ronald C. Rutman,,,,,,
0HRiVRvyRndekoPJFhhlhC,Derk J. Haank,,,,,,
0HSMDIQbTsacIxtGOKB6JJ,Robert Melvin-Douglas Cross,,,,,,
0HTdtYTkUo8eOBfKgelzJ4,Muhammad Ramdani Basri,,,,,,
0HTqctxxXvvcrRElyeYTjy,E. Ricky Gibson,,,,,,
0HUVQXsyMHhczLEl4VbjI1,W. Thaddeus Miller,,,,,,
0HUWIub8B44frTa900jQPB,Xiaodong Chen,,,,,,
0HVhpoZyMZqbknnRgIz1ET,Michael L. Baur,,,,,,
0HcoFVIhEIfdczgrqLaTKu,Reuben C. Seltzer,,,,,,
0HeE9mRzdx6bYE5YJH531A,Walter Koppensteiner,,,,,,
0HfpXGIy1Qoe6fspqGQGSO,Mark E. Jagiela,,,,,,
0HkNQxCxpureoGzfZgNNLO,Archie J. Norman,,,,,,
0HtDxBsFR4ibiRQmadSdzA,Yoshihide Hata,,,,,,
0HxIUyA68U4chMFxlRsc79,Alexander David Greene,,,,,,
0I0DzRVIQ6WemrchByVqPI,William P. Utt,,,,,,
0I1CbK1lRrQeRld5gw15RG,Francis L. Blom,,,,,,
0I6PZ5iSCChd3HUq074hRH,Patrick J. Bartels,,,,,,
0IBWPhw7hzZfOSjLEWctRk,Andrew C. Herbert,,,,,,
0IKq9n8HgwuaZNgnnyNV6b,Sean M. Connolly,,,,,,
0IUEUz6A6EDbzyjjMqdAAc,Shu Jam Ma,,,,,,
0IVJWCdt3tXdtTdK2kh41q,William P. Tai,,,,,,
0IZUEwrg42jftMUhdSnaq6,Yosuke Minamitani,,,,,,
0IajIA6KtKBcdJIS0TEfn8,Daniel Jeffrey Moore,,,,,,
0IbpSreLhsgeBfUDREQAQB,Rong-Jin Lin,,,,,,
0Io6aoyXDwqfHK4r1vEgoG,Theng Kiat Lee,,,,,,
0Io6fEhixtmetDYUMbdSqP,Timothy Robertson Marchant,,,,,,
0IpxLN5VqBkdlKnEMCdx6d,Robert P. Hinchcliffe,,,,,,
0Iz68ISVLwncUXOJ5NSWNg,Ka-shing Li,,,,,,
0J0jVEIAG25dShqT8WArd4,Davinder Singh Brar,,,,,,
0J5M2uyx6dcfch6LHLeiGA,Lawrence Peter Page,,,,,,
0JIAC5c7EYLcUJ6LRR2Nud,Marlo Budiman,,,,,,
0JIrAT7cBaXeiS7Fbc8QL0,Ravi Shankar Kailas,,,,,,
0JPavUbAgVGbaCCFiWUeki,Ludwig N. Hantson,,,,,,
0JTgN3HrzZFfEW2yWp0OhX,Mitsuo Inada,,,,,,
0JcPmzWKIsndlYxoFaHAxa,John B. Carrington,,,,,,
0JeW5Lm5sWedst53dVC0LI,Louise Pentland,,,,,,
0JgxNWlizFafv6ZugAb7Yb,Tjiu Thomas Effendy,,,,,,
0JuAQqEJLhAcWPf57keOWI,Paul Philipe Chekaiban,,,,,,
0JyHl5KxxiycMOkWkpntoy,Callen O'Brien,,,,,,
0JyhsQL8VI6bKoA781ZDdD,Martin H. Loeffler,,,,,,
0K3eRFY4Nnef21id49eX7L,David John Gladstone,,,,,,
0K4g3WigVcgept70K7xhrq,Stephanie A. Streeter,,,,,,
0KPJCIdpJZ1dL5P7gaOfaG,Oscar Moreno Lopez,,,,,,
0KfMEXk18gKdtCMPyKYunR,Rick Smith,,,,,,
0KfTpuS89UdcGYU7LPW4tJ,Meg Spencer,,,,,,
0KigQt0GdtVegU7hVVPpPB,Daniel T. MacInnis,,,,,,
0KvJZ6h7vI6eXvcnVKd0ip,Hamdi Akin,,,,,,
0L6895Al6Jjacz8JM7MWEQ,Natalie F. Jackson,,,,,,
0L9eNa7w0BEcD99M7WwWWn,Yushi Ushijima,,,,,,
0LCw2tExF8pahWGVsXtWWs,Kancheng Shi,,,,,,
0LO33uf8jZ2fAPETE6ZpI8,Harris Kupperman,,,,,,
0LOUR1moAeqeAvIm2XAYeJ,Karen  Christensen,,,,,,
0LUlgWGoRMye7lxG0gzmlw,Howard L. Lance,,,,,,
0LWN50fA6FIclhrQNEGBBl,George F. Colony,,,,,,
0LWpCvIZGBzfTfCvk5tbSb,Yoen-Ho Son,,,,,,
0LZ4My0TMhabsyqIqb0p7s,Djony Bunarto Tjondro,,,,,,
0Lfe9QPmonEey6e9UrE9AZ,Stephen L. Day,,,,,,
0LhNKHsDDb5fH4idFDGi3G,Nerida Caesar,,,,,,
0LtfaIrv4krdyPaf4o9Zla,Ming Jin,,,,,,
0M0aWqKh7Zibw7VyZHwuOu,Quentin L. Cook,,,,,,
0M2Y7EEBDhLcWgDqZdILTa,Jacques Alfred G. Aigrain,,,,,,
0M8oBT371CgaWhcX6gWozy,Shinichi Ueno,,,,,,
0MDsgZHyvG8apmbLtj4N7C,M. Dallas H. Ross,,,,,,
0MDsmnB6yknawvtUakH422,Muthiah M. Murugappan,,,,,,
0MM7aZzhDunboeeJPHTyMf,Kim Ann Mink,,,,,,
0MPtkX5YWhhdWArLaK1ymN,Pattabi Seshadri,,,,,,
0MdekDFwYTbfAcsG1NG4Kt,Roger Theodoredis,,,,,,
0MhIb5gANhzdl1cuQ0w4l0,Eric W. Thornburg,,,,,,
0MlzCWcdurQbSMN6x2XVeI,Yoshichika Hemmi,,,,,,
0MsSYBpat25ebGs2JFpR9q,Kunihiro Takada,,,,,,
0MvDZ6cBLmfagY3tHOaoXZ,K. W. Chan,,,,,,
0N2dOgT1SbfaeQygxNdaaH,Haijun Wu,,,,,,
0N4wRGDKNuobPU01VRzSDT,Patrick Donald Davies,,,,,,
0N5x63i0sn0bKzRPXjuBXQ,Paul John Courtney Woodward,,,,,,
0N8lRYk9uBeen1aUTPjb8s,Mark Melvin Hedstrom,,,,,,
0NG9vxwe2MWdh1lb9iFsK4,James W. Cuminale,,,,,,
0NLDLXeXi04fofw0rrvb2w,Jeffrey L. Edwards,,,,,,
0NQBONcuI8Hd0MdHEJ0i3D,Rachel Picard,,,,,,
0NV9wO4qjUGaaM9xGAcf7G,Mofatraj Pukharaj Munot,,,,,,
0NZhT9ghgCqe3asKNZ35uG,Harry J. R. Kenyon-Slaney,,,,,,
0NlitUigWiZauZJjir5ZNH,Francis Vanderhoydonck,,,,,,
0NmdQh8EeFJdv8wBuYanki,Ronald L. Havner,,,,,,
0Nmn3uNgnI4dsQKpnhPrbj,Rajiv Lochan Gupta,,,,,,
0NoE7Jh96HmdMWe2s5Rz3q,Masamichi Yamada,,,,,,
0NpG3JrhOHqdlu611QyDgP,Christopher Neil Akehurst Taylor,,,,,,
0Nq12dfXawscnGISQxI1pd,Osnat Ronen,,,,,,
0NqOWCXtACtfc1KDNYKJSQ,Bingnan Zhang,,,,,,
0Ns8alLGHc8dg7F4UxbTBj,James F. Halpin,,,,,,
0O1GXtwHN1HdylDEmnDpbv,Foon Keong Lew,,,,,,
0O3dqoycFyHav8zc98t6JP,Carol R. Kaufman,,,,,,
0O7P9tgvXQbcj6RItu8ptG,Robert Steven Singer,,,,,,
0O8ji92RbsPbgcLHqwf6A2,Toru Kawanishi,,,,,,
0ODhQMg5FtOdUjI4g0ps0R,Ruben D. Mendoza,"Ruben Michael Mendoza (June 2, 1931 – April 11, 2010) was an American soccer forward who was a dominant player in the St. Louis leagues during the 1950s and 1960s. He earned four caps with the U.S. national team and was a member of the 1952 U.S. Olympic, 1956 U.S. Olympic and 1960 U.S. Olympic teams. Youth Although he was born in St. Louis, Missouri, Mendoza's family moved to the Mexican state of Durango when he was eight. Mendoza began playing street soccer, as most young boys did at the time, while living in Durango. However, he eventually joined an organized team, the Atlante' Juniors team, going on to win the championship title in 1946. When he was 16, Mendoza returned to the U.S. where he settled in his home town of Granite City, IL. Upon his return to the St Louis area he played for many local teams until he landed a spot with Zenthoefer Furs in 1951. St. Louis leagues  Juniors team, Durango, Mexico, c. 1946 Mendoza played ten seasons in the St. Louis Major League, St. Louis Municipal League and St. Louis Soccer League with Zenthoefer Furs, St. Louis Raiders and St. Louis Kutis between 1951 and 1960. A prolific goal scorer, he spent most of his years either on the left wing or as a forward where he had a reputation for skillful and accurate headers. Wearing the number 10 jersey, he was known throughout the league for his ability to perform and score using the "" bicycle kick "" . Unfortunately, St. Louis teams and leagues rarely kept accurate statistics for these years so we no longer know Mendoza's goals totals.","St. Louis, Missouri, U.S.",,"St. Louis, Missouri, U.S.",,
0OEKGTBXLojar1zSlHfWtf,Shoji Oga,,,,,,
0OLJatrc9C5eBK05CNNBEZ,Robert Roswell Chai-Onn,,,,,,
0OTp0HI0w5kdWE61hXfr1u,Goon-Sik Yoon,,,,,,
0OW30TsYm4gcnQdlhTYtLE,Vikram Somany,,,,,,
0OWnXDe69knargV5nqgt9z,Christopher J. Ryan,,,,,,
0OdqhPIeEjZcTeWFqmsWg4,Sei Young Oh,,,,,,
0OvSraaaNFtcifbDU1llVK,Lance Yu Gokongwei,,,,,,
0OvauyEJSVkfA2J1d2u6Zj,Karun Kittisataporn,,,,,,
0OvhHGBvGk4fNRaQv9P2uG,Rose Lee,,,,,,
0OxPX12oBBOaaz6j4Zp1ze,Xun Feng Liu,,,,,,
0OxeQR0eqRrbvTX3AiVFRT,Olivier Jallabert,,,,,,
0P1g9qSZamqcghuVHHAlIA,Raj Amin,,,,,,
0P1umBUTOB0f4ooDnx9CYD,Hiroyuki Ohtomo,,,,,,
0P2YNF2R7GCfbkPcjZXJbN,Raffaele G. Fazio,,,,,,
0P5zp5lecJmcjPv6IS6pap,Corey I. Sanders,,,,,,
0P7mbTNzu8DbSFHdza2Mpe,Yoshiyuki Miura,,,,,,
0PN4jf4kfeyc2f9BkHWeFK,Sonia Syngal,"Sonia Syngal is an American-Canadian businesswoman who has served as the president and chief executive officer (CEO) of GAP Inc. since March 2020. Syngal is one of few female CEOs in the Fortune 500.    Early life and education Syngal was born to Sushma and Satya Syngal in India, before her family moved to Canada and then to the United States when she was a child. She got her bachelor's degree in Mechanical Engineering from Kettering University in 1993. and her Master's in Manufacturing Systems Engineering from Stanford University in 1995.  Career Syngal has held roles in several Fortune 500 companies, including 10 years at Sun Microsystems and six years at Ford Motor Co. Syngal joined Gap Inc. in 2004. Prior to taking the helm at Old Navy, Syngal led the portfolio's global supply chain and product-to-market model, and before that she served as Managing Director of Gap Inc. Europe.  During her time as Old Navy CEO, the company has been named as a Great Place to Work in 2016, 2017 and 2018. She was named the president and chief executive officer (CEO) of GAP in March 2020.",India,,,,
0PQw8oVmvohcGjrJM3d9BD,Kwok Kuen Lau,,,,,,
0PY4PN6aPwNd5IXro1aXSh,Therese M. Walsh,,,,,,
0PbcFMnCY5gb5tArKXyjlK,James C. Ryan,,,,,,
0PhiQsrKGfrcPAEShRWHVV,Richard D. Kinder,,,,,,
0PkDgkYfAXIcEPx8ksYmoz,Zhenjiang Li,,,,,,
0PlxLDMvjWMfZAOtgfUDj4,Oskar Mielczarek de la Miel,,,,,,
0PtAAYIfe56doaOwi5ma4f,Sanjiv Goenka,,,,,,
0Pyfxg2JV1hc3CwKhlkwUF,Michael J. Smith,,,,,,
0Q0yIUFHYWxfyrgMZUglB7,Fabrizio Freda,,,,,,
0Q11JnLpXShdoT7YTlHxOC,Luigi Bonini,,,,,,
0Q50yCHWWRmbmPgOCbDmfr,Witoon Simachokedee,,,,,,
0Q7k7BT75jSe7HkiJOWY0x,Alfredo Fernandez Agras,,,,,,
0QBfEqM3wDPfnWTNm6zQuu,Mikel H. Williams,,,,,,
0QDS3V2oJdtfRX6IEUjK6y,Daisuke Segawa,,,,,,
0QFwBfpDMWLawERk7h2OoN,Raymond Vance Milligan,,,,,,
0QGfO7VO3bdfKqL59XTqAp,Patrick Jean-Pierre Cescau,"Patrick Cescau (born 27 September 1948) is a French businessman and a former chief executive of Unilever Group. He was the first combined chief executive of the English (originally Lever Brothers) and Dutch parts (originally Margarine Unie) of Unilever. Since 2013, he has served as the chairman of the InterContinental Hotels Group. Early life Patrick Cescau was born on 27 September 1948 in Paris. He was the son of Louise and Pierre Cescau. He earned a degree in business from ESSEC Business School in 1971. He subsequently earned an MBA from INSEAD.  Career Cescau joined Unilever France in 1973. In 1980 he became financial controller of Unilever Germany  Unilever Deutschland at Union Deutsche Lebensmittelwerke in Hamburg, which makes the Sanella margarine. From 1984 to 1986 he was based in Rotterdam. From 1986 to 1989 he was financial controller of Unilever Indonesia. From 1989 to 1991 he was at Unilever Portugal.  Unilever Portugal  In 1999, Cescau became finance director of Unilever. In August 2000 Unilever announced it would split into two divisions – one for food, and the other for personal care products – whereby in January 2001 he became the Foods Division director (president, food), and Keki Dadiseth became in charge of the personal care division. Alexander Kemner had been in charge of its foods division.","Paris, France",,,,
0QHwOhGLFScd31j7HDR4HS,Siew Kim Lim,,,,,,
0QMOl4SN2HGcLhVVcVoe2H,Bruce Ronald Hassall,,,,,,
0QQf8LAFSZpbymFy1CkHc4,Fu Zhi Qiu,,,,,,
0QYFtuwqnzseQTl6dFrIZe,Shivan Sivaswamy Subramaniam,,,,,,
0QfGepn9Atiaz9HhdvlGJd,Kenneth A. Nilsson,,,,,,
0Qlt6RXM73OfqSN9OCHhnh,Tomer Kariv,,,,,,
0Qs19VGJYLlcj3vaNFn2z2,Shun-I Chu,,,,,,
0QtefVuyrH9bc1OTjtli01,Richard Peter Clark,,,,,,
0R43zo36jSicLMpY3jwtGK,Anders C. Moberg,,,,,,
0R75ldHHglUcPEAEspDyDz,Earnest W. Davenport,,,,,,
0R866KYBTgdfM0rGw2Mwjf,Mark Thompson,"Mark John Thompson  (born 31 July 1957)  "" THOMPSON, Mark John Thompson, "" in ''Who's Who 2009'' (London: A & C Black, 2008); online ed., (Oxford: OUP, 2008), [ Retrieved 25 January 2009.  is a British media executive who is Chairman of the Board of Directors of Ancestry, the largest for-profit genealogy company in the world. He is the former president and chief executive officer of The New York Times Company. From 2004 to 2012, he served as Director-General of the BBC, and before that was the Chief Executive of Channel 4. In 2009 Thompson was ranked as the 65th most powerful person in the world by Forbes magazine. He was elected to the American Philosophical Society in 2017.  Early life Thompson was born in London, England, and brought up in Welwyn Garden City, Hertfordshire, by his mother, Sydney Corduff, his sister, Katherine, and father, Duncan John Thompson. Sydney was Irish, the daughter of a County Donegal policeman. Duncan was an accountant from Preston who died when Thompson was twelve after suffering from chronic illness and depression. Thompson was educated by Jesuits at the independent school Stonyhurst College in Lancashire, and then went to Merton College, Oxford where he took a first in English. He edited the university magazine, Isis.  Early career Thompson first joined the BBC as a production trainee in 1979. His career at the corporation included a number of roles. In 1981 he assisted in the launch of the long-running consumer programme Watchdog. Two years later he was part of the team that created British television's first national breakfast television programme, Breakfast Time. In 1985 Thompson became the Output Editor of Newsnight and in 1988, at the age of 30, he was promoted to Editor of the ''Nine O'Clock News''.","London, England",Mark John Thompson,,,
0RNRNYV1MpbdfpRepQROxY,Christopher J. Berlet,,,,,,
0RU5xDFOrjjbylARMkZjPm,Wayne F. Pisano,,,,,,
0RcKCH1rzYFaW2Kxt4iLHA,Theodore J. Leonsis,"Theodore John Leonsis (born January 8, 1957) is an American businessman, investor, filmmaker, author, philanthropist, and former politician. He is a former senior executive with America Online (AOL), and the founder, chairman, and CEO of Monumental Sports & Entertainment. He is also founding member and investor in the Revolution Growth Fund, which includes investments in FedBid, Resonate Insights, Optoro and CustomInk.   He is the founder and chairman of SnagFilms, which produced the documentary film Nanking. The film was honored with the 2009 News & Documentary Emmy Award. He is also an author, having published the book The Business of Happiness in 2010. Personal background Leonsis was born on January 8, 1957, in Brooklyn, New York. Born to a family of working-class Greek immigrant parents and grandparents who were mill workers,   who worked as a waiter and a secretary. When his high school guidance counselor evaluated his skill set, the counselor concluded that young Ted was destined to work in a grocery store. Leonsis also reflects on his working-class roots that being a grocery store manager was all his dad aspired him to be. During his youth, Leonsis mowed lawns for extra money. One day when mowing, he stumbled upon mowing the lawn owned by a wealthy stockbroker and Georgetown alumus named Jim Shannon. Impressed by Leonsis, he helped Leonsis gain admission into Georgetown University. He attended Brooklyn Technical High School, before moving to Lowell, Massachusetts, where he graduated from Lowell High School in 1973. In 2005, he was honored as one of Lowell High School's Distinguished Alumni for reaching the highest level of accomplishment and possessing the highest standards of integrity and character. He was first in his family to go to university where he attended Georgetown University to pursue his undergraduate studies majoring in American Studies, and graduated in 1977 at the top of his class.  Also during college, Leonsis, with encouragement from a mentor, Reverend Joseph Durkin, used computers and primitive punch cards to his thesis where it introduced him to the potential fortunes that were to be made in the emerging software and personal computer industries of the early 1980s . After graduating from college, he then moved back to his parents' home in Lowell and began working for Wang Laboratories as a corporate communications manager and Harris Corp. as a marketing executive.   Business career  LIST Magazine Leonsis left Harris Corporation in March 1981 when, at the age 25, he moved to Florida and began his first business venture. His first venture was publishing LIST, a technology magazine that focused on the then-new personal computing industry. He raised $1 million in seed capital with his partner Vincent Pica,. The first issue of the magazine was published in 1982, and was a huge success; $50,000 worth of copies were sold near cash registers, bookstores, and newsstands. Two years later, he sold the company to Thomson Reuters for $40 million netting him $20 million.","Brooklyn, New York",,,,< !--  (death date then birth date) -- >
0RcNyPU6FWGdEgDbcURoaz,Isidro A. Consunji,,,,,,
0Rg0zykg0BveRSYdRt6K32,Dirk Van de Put,"Dirk van de Put (born 1959/60) is a Belgian businessman, and the chairman and chief executive officer (CEO) of Mondelez International. CEO since November 2017,   he also became chairman in April 2018.  Early life Van de Put is a native of Mechelen, Antwerp Province, Belgium, and has a veterinary medicine degree from Ghent University, and a master's degree in business from the University of Antwerp. He is fluent in Dutch, English, French, Spanish, and Portuguese. Career Van de Put worked for Coca-Cola, Mars Inc, Novartis and Groupe Danone, before becoming CEO of the Canadian frozen foods manufacturer McCain Foods in 2010.  He is a non-executive director of Mattel.  In November 2017, he succeeded Irene Rosenfeld as CEO of Mondelez International.  He also became chairman in April 2018.","Mechelen, Antwerp Province, Belgium",,,"< ref name= "" chicagobusiness.com "" >  < /ref >",
0RgfWYK4IfKd8NLJcoGsgc,John Richardson Loftus,,,,,,
0Rm3IeSR2Xce9SwSGXwW52,Masanori Minamide,,,,,,
0RmdQj5lBOaffxspehwjcP,Jae-Jin Lee,,,,,,
0Rsnpgsasxdcq08fZR19SQ,Vinod Banwarilal Saraf,,,,,,
0RvPBXHK7NHe9dFg6sgWNs,Daniel T. Lemaitre,,,,,,
0RyPOKM5Hz6bnVWhbzTBmm,Baris Oran,,,,,,
0S6xOF3RxtFfZq96kdFWM8,Atsushi Suzuki,,,,,,
0S7KIOq4MOjfAt5qoFW8QJ,Sheila K. Davidson,,,,,,
0SBLMzrKa4Zd4wFDzvOkpp,Dion C. Sanders,,,,,,
0SGKdUb6gt2dpJl3MXUzIS,Erik Selin,,,,,,
0SJgkxfuL1KfxfgbD8h6gu,Charles W. Shaver,,,,,,
0SMvrsrz9iodDU6JlePwIA,Masataka Osuka,,,,,,
0SZv38enQ3bfAFDD3mev9U,Brian E. Farley,,,,,,
0SbvxYPacmjbaV2oRlDvj6,Nicandro Durante,,,,,,
0SdQ2ROTyyzcB2iixGsrGy,Fumio Ishimaru,,,,,,
0SfHc2AactXbA0QA3MB9yF,Shaul Shani,,,,,,
0SkxmXYTzTReZ9WqFf2umP,Stanley Ma,,,,,,
0SnuLMWKevLe9VbHSqKDRj,Sameer Gehlaut,,,,,,
0SqZ0yB5HWreGNLqQ3eVNQ,Cheng Aun Lim,,,,,,
0SrX6sS2fLxbQL6e9CY9Fc,Hongbin Sun,,,,,,
0Sub0epNgp6d0AVrHpPhgM,Noritaka Uji,,,,,,
