keyword,caption_name,topic_id,guid,groups,entity_type,.1,.2,.3,.4,.5,.6,.7,.8,.9,.10,.11,.12,.13,.14,.15,.16,.17,.18,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
103rd air control squadron,US 103rd Air Control Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 103rd Air Control Squadron,,defmin_mentionee,3d233f898be1d228fe17d19b1c68cd39,defmin_mentionee__3d233f898be1d228fe17d19b1c68cd39
103rd aircraft maintenance squadron,US 103rd Aircraft Maintenance Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 103rd Aircraft Maintenance Squadron,,defmin_mentionee,fcc1ad005da8bf275289983eb4bb3d49,defmin_mentionee__fcc1ad005da8bf275289983eb4bb3d49
103rd airlift wing,US 103rd Airlift Wing,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 103rd Airlift Wing,,defmin_mentionee,8bebf9e3aa6bf906da9a59c571948beb,defmin_mentionee__8bebf9e3aa6bf906da9a59c571948beb
103rd airlift wing command post,US 103rd Airlift Wing Command Post,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 103rd Airlift Wing Command Post,,defmin_mentionee,5fc47f750d39994a3eddb2c6544aa2a8,defmin_mentionee__5fc47f750d39994a3eddb2c6544aa2a8
103rd maintenance group,US 103rd Maintenance Group,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 103rd Maintenance Group,,defmin_mentionee,ec6402c66f1613a18b423fc2ec88aee7,defmin_mentionee__ec6402c66f1613a18b423fc2ec88aee7
103rd mission support group,US 103rd Mission Support Group,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 103rd Mission Support Group,,defmin_mentionee,3864e45339ce7c101c812108aaaf3cc5,defmin_mentionee__3864e45339ce7c101c812108aaaf3cc5
103rd operations group,US 103rd Operations Group,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 103rd Operations Group,,defmin_mentionee,3c4130cc3b15897a78c19fe44fb77cc2,defmin_mentionee__3c4130cc3b15897a78c19fe44fb77cc2
103rd operations support squadron,US 103rd Operations Support Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 103rd Operations Support Squadron,,defmin_mentionee,e9c35db34cd80b82b28f104a3bb149be,defmin_mentionee__e9c35db34cd80b82b28f104a3bb149be
103rd operations support squadron a2,US 103rd Operations Support Squadron A2,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 103rd Operations Support Squadron A2,,defmin_mentionee,53bd303d79ba450dabca0b0a3d875b86,defmin_mentionee__53bd303d79ba450dabca0b0a3d875b86
103rd rescue squadron,US 103rd Rescue Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 103rd Rescue Squadron,,defmin_mentionee,7e9ab17edca174a9cf8f373ea31c5c7f,defmin_mentionee__7e9ab17edca174a9cf8f373ea31c5c7f
103rd security forces squadron,US 103rd Security Forces Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 103rd Security Forces Squadron,,defmin_mentionee,83fdae777b94128d489531af73341b0f,defmin_mentionee__83fdae777b94128d489531af73341b0f
104th civil engineer squadron,US 104th Civil Engineer Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 104th Civil Engineer Squadron,,defmin_mentionee,3f27225fdef2f6e0e30fdf69127df78c,defmin_mentionee__3f27225fdef2f6e0e30fdf69127df78c
104th fighter wing,US 104th Fighter Wing,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 104th Fighter Wing,,defmin_mentionee,2bcce01945cc2a55e92523e04daa7dea,defmin_mentionee__2bcce01945cc2a55e92523e04daa7dea
104th fighter wing command post,US 104th Fighter Wing Command Post,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 104th Fighter Wing Command Post,,defmin_mentionee,143fb3b3ace7c94bba1556adedb7ef0d,defmin_mentionee__143fb3b3ace7c94bba1556adedb7ef0d
104th mission support group,US 104th Mission Support Group,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 104th Mission Support Group,,defmin_mentionee,23d04ed2b264aa62407862bbd3385d97,defmin_mentionee__23d04ed2b264aa62407862bbd3385d97
104th operations group,US 104th Operations Group,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 104th Operations Group,,defmin_mentionee,7eacca6d1aa9099f3ba425476e7946ff,defmin_mentionee__7eacca6d1aa9099f3ba425476e7946ff
104th operations support flight,US 104th Operations Support Flight,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 104th Operations Support Flight,,defmin_mentionee,21bcbca65ea016ccea71b0ba244139d8,defmin_mentionee__21bcbca65ea016ccea71b0ba244139d8
104th operations support flight a2,US 104th Operations Support Flight A2,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 104th Operations Support Flight A2,,defmin_mentionee,cf872fede4d94c8d3718f1a1034a86b3,defmin_mentionee__cf872fede4d94c8d3718f1a1034a86b3
104th operations support squadron,US 104th Operations Support Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 104th Operations Support Squadron,,defmin_mentionee,92ea50b488e3d08cbc9e02666ae5f0bc,defmin_mentionee__92ea50b488e3d08cbc9e02666ae5f0bc
104th public affairs detachment,US 104th Public Affairs Detachment,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 104th Public Affairs Detachment,,defmin_mentionee,71476ad55b672e3979534e62dcab9a10,defmin_mentionee__71476ad55b672e3979534e62dcab9a10
105th airlift wing,US 105th Airlift Wing,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 105th Airlift Wing,,defmin_mentionee,95040fef4afbc3f19213d9b40de32526,defmin_mentionee__95040fef4afbc3f19213d9b40de32526
105th airlift wing command post,US 105th Airlift Wing Command Post,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 105th Airlift Wing Command Post,,defmin_mentionee,e77a510ed95f35e6e9024703b6a6836f,defmin_mentionee__e77a510ed95f35e6e9024703b6a6836f
105th attack squadron,US 105th Attack Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 105th Attack Squadron,,defmin_mentionee,a2f71630c014ed94d70fa132ec235c7f,defmin_mentionee__a2f71630c014ed94d70fa132ec235c7f
105th operations support squadron a2,US 105th Operations Support Squadron A2,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 105th Operations Support Squadron A2,,defmin_mentionee,cddb7011c27dde752de786ca7f329385,defmin_mentionee__cddb7011c27dde752de786ca7f329385
106th operations group,US 106th Operations Group,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 106th Operations Group,,defmin_mentionee,4e653473f20f4cb5d547904179ff10f2,defmin_mentionee__4e653473f20f4cb5d547904179ff10f2
106th operations support squadron,US 106th Operations Support Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 106th Operations Support Squadron,,defmin_mentionee,60c8e75cc5cf147cad1fd58ef2a97b55,defmin_mentionee__60c8e75cc5cf147cad1fd58ef2a97b55
106th operations support squadron a2,US 106th Operations Support Squadron A2,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 106th Operations Support Squadron A2,,defmin_mentionee,21bf0bd59d79e8d5ef08e97b72e2cbd4,defmin_mentionee__21bf0bd59d79e8d5ef08e97b72e2cbd4
106th rescue wing,US 106th Rescue Wing,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 106th Rescue Wing,,defmin_mentionee,9ee12f07cf23157ab4848154ef7ab54f,defmin_mentionee__9ee12f07cf23157ab4848154ef7ab54f
106th rescue wing a2,US 106th Rescue Wing A2,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 106th Rescue Wing A2,,defmin_mentionee,8d4c9c4e9087d437a6a5227584acb8b7,defmin_mentionee__8d4c9c4e9087d437a6a5227584acb8b7
106th rescue wing command post,US 106th Rescue Wing Command Post,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 106th Rescue Wing Command Post,,defmin_mentionee,9655abebe9930432183fd8f901f1ff7d,defmin_mentionee__9655abebe9930432183fd8f901f1ff7d
107th attack wing,US 107th Attack Wing,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 107th Attack Wing,,defmin_mentionee,e2049b58e8c2652eee7d06f9b9e44216,defmin_mentionee__e2049b58e8c2652eee7d06f9b9e44216
107th attack wing command post,US 107th Attack Wing Command Post,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 107th Attack Wing Command Post,,defmin_mentionee,99d25e80d571c5310c837c467185aaa7,defmin_mentionee__99d25e80d571c5310c837c467185aaa7
107th fighter squadron,US 107th Fighter Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 107th Fighter Squadron,,defmin_mentionee,2ae54ebcb9bbc0cd44b66a0fa18472e5,defmin_mentionee__2ae54ebcb9bbc0cd44b66a0fa18472e5
107th force support squadron,US 107th Force Support Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 107th Force Support Squadron,,defmin_mentionee,9fa67add82d5a8fc1c93d47e080041f6,defmin_mentionee__9fa67add82d5a8fc1c93d47e080041f6
107th mission support group,US 107th Mission Support Group,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 107th Mission Support Group,,defmin_mentionee,cb0a1079fe4e2eb3f1e28e28f862428e,defmin_mentionee__cb0a1079fe4e2eb3f1e28e28f862428e
107th operations group,US 107th Operations Group,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 107th Operations Group,,defmin_mentionee,8b523da29bbc9abfe0924d5116cfa172,defmin_mentionee__8b523da29bbc9abfe0924d5116cfa172
107th operations support squadron,US 107th Operations Support Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 107th Operations Support Squadron,,defmin_mentionee,6483cae3a9bdd1684a84f461da724bf9,defmin_mentionee__6483cae3a9bdd1684a84f461da724bf9
107th operations support squadron a2,US 107th Operations Support Squadron A2,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 107th Operations Support Squadron A2,,defmin_mentionee,c0fb28ded08b9ff1cb5f4f2587002664,defmin_mentionee__c0fb28ded08b9ff1cb5f4f2587002664
108th air defense artillery brigade,US 108th Air Defense Artillery Brigade,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 108th Air Defense Artillery Brigade,,defmin_mentionee,c14a83840b5cbf4664c6fbcd8a7bee25,defmin_mentionee__c14a83840b5cbf4664c6fbcd8a7bee25
108th attack squadron,US 108th Attack Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 108th Attack Squadron,,defmin_mentionee,00b1c0c20dbacf2d5972ddf1e194d150,defmin_mentionee__00b1c0c20dbacf2d5972ddf1e194d150
108th civil engineer squadron,US 108th Civil Engineer Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 108th Civil Engineer Squadron,,defmin_mentionee,c521a071a177eaecf975ad11689fc6bf,defmin_mentionee__c521a071a177eaecf975ad11689fc6bf
108th mission support group,US 108th Mission Support Group,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 108th Mission Support Group,,defmin_mentionee,7a36ca8cc157f27e24cc582dec6378de,defmin_mentionee__7a36ca8cc157f27e24cc582dec6378de
108th operations group,US 108th Operations Group,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 108th Operations Group,,defmin_mentionee,8c15d12e9eaab5205a2d0c7a55cdf600,defmin_mentionee__8c15d12e9eaab5205a2d0c7a55cdf600
108th operations support squadron,US 108th Operations Support Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 108th Operations Support Squadron,,defmin_mentionee,adbdd8c6b918880f849db5fc6de590bc,defmin_mentionee__adbdd8c6b918880f849db5fc6de590bc
108th wing,US 108th Wing,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 108th Wing,,defmin_mentionee,cb0b17afebc527d0e1478eee6fe939e7,defmin_mentionee__cb0b17afebc527d0e1478eee6fe939e7
108th wing command post,US 108th Wing Command Post,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 108th Wing Command Post,,defmin_mentionee,aea2f191d1728c6c624f2546bad4d0f0,defmin_mentionee__aea2f191d1728c6c624f2546bad4d0f0
109th aeromedical evacuation squadron,US 109th Aeromedical Evacuation Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 109th Aeromedical Evacuation Squadron,,defmin_mentionee,6c663e38dff7c7bf8b106cbc6f2c538d,defmin_mentionee__6c663e38dff7c7bf8b106cbc6f2c538d
109th airlift wing,US 109th Airlift Wing,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 109th Airlift Wing,,defmin_mentionee,7b098f2d5b11e7421ca206b95473c4cf,defmin_mentionee__7b098f2d5b11e7421ca206b95473c4cf
109th airlift wing command post,US 109th Airlift Wing Command Post,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 109th Airlift Wing Command Post,,defmin_mentionee,56f7e13c1ed4a0c868007e5f48253c32,defmin_mentionee__56f7e13c1ed4a0c868007e5f48253c32
109th medical group,US 109th Medical Group,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 109th Medical Group,,defmin_mentionee,211694b83e97128b7347778cfec0ebf1,defmin_mentionee__211694b83e97128b7347778cfec0ebf1
109th mobile public affairs detachment,US 109th Mobile Public Affairs Detachment,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 109th Mobile Public Affairs Detachment,,defmin_mentionee,e7682e8da548aa09b2ab9bbe614c3299,defmin_mentionee__e7682e8da548aa09b2ab9bbe614c3299
109th operations group,US 109th Operations Group,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 109th Operations Group,,defmin_mentionee,e6700cf92ed6feed01cddfdb723e2db8,defmin_mentionee__e6700cf92ed6feed01cddfdb723e2db8
109th operations support squadron,US 109th Operations Support Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 109th Operations Support Squadron,,defmin_mentionee,633b44b69ba4f97c7f9ee044a2dbfcd2,defmin_mentionee__633b44b69ba4f97c7f9ee044a2dbfcd2
109th operations support squadron a2,US 109th Operations Support Squadron A2,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 109th Operations Support Squadron A2,,defmin_mentionee,878127e2354996d53670f4e471f6d04d,defmin_mentionee__878127e2354996d53670f4e471f6d04d
10th aerospace medicine squadron,US 10th Aerospace Medicine Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Aerospace Medicine Squadron,,defmin_mentionee,c15cc059b3738960f7f662cd02d03559,defmin_mentionee__c15cc059b3738960f7f662cd02d03559
10th air base wing,US 10th Air Base Wing,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Air Base Wing,,defmin_mentionee,05b08a40574f6118d78cc5d2b86b953b,defmin_mentionee__05b08a40574f6118d78cc5d2b86b953b
10th air force,US 10th Air Force,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Air Force,,defmin_mentionee,8df1c15f8107aebefbe17a771a838f5d,defmin_mentionee__8df1c15f8107aebefbe17a771a838f5d
10th air force a2,US 10th Air Force A2,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Air Force A2,,defmin_mentionee,824707effa0f10827b2b3cb252e26e85,defmin_mentionee__824707effa0f10827b2b3cb252e26e85
10th civil engineer squadron,US 10th Civil Engineer Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Civil Engineer Squadron,,defmin_mentionee,59eb1c6874113ddee809a264b7af53f5,defmin_mentionee__59eb1c6874113ddee809a264b7af53f5
10th communications squadron,US 10th Communications Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Communications Squadron,,defmin_mentionee,fd383a9dbb7addfbddd0076ad3392351,defmin_mentionee__fd383a9dbb7addfbddd0076ad3392351
10th dental squadron,US 10th Dental Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Dental Squadron,,defmin_mentionee,16f75739c716762ee54e5dcf069b9123,defmin_mentionee__16f75739c716762ee54e5dcf069b9123
10th force support squadron,US 10th Force Support Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Force Support Squadron,,defmin_mentionee,6825a23dbe701900fecfc1097896e3e8,defmin_mentionee__6825a23dbe701900fecfc1097896e3e8
10th intelligence squadron,US 10th Intelligence Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Intelligence Squadron,,defmin_mentionee,46b05e25823a6f877f8234f126ea93b3,defmin_mentionee__46b05e25823a6f877f8234f126ea93b3
10th intelligence squadron a2,US 10th Intelligence Squadron A2,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Intelligence Squadron A2,,defmin_mentionee,f45c7fe0d8db435ba97e412df75641eb,defmin_mentionee__f45c7fe0d8db435ba97e412df75641eb
10th logistics readiness squadron,US 10th Logistics Readiness Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Logistics Readiness Squadron,,defmin_mentionee,b35fafeb633f1c30b4c7aa9ec6a6a6c6,defmin_mentionee__b35fafeb633f1c30b4c7aa9ec6a6a6c6
10th marine regiment,US 10th Marine Regiment,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Marine Regiment,,defmin_mentionee,a8c39626fbdeffe3109456c82fbf2dec,defmin_mentionee__a8c39626fbdeffe3109456c82fbf2dec
10th medical group,US 10th Medical Group,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Medical Group,,defmin_mentionee,a12e5793d9a61143ee5826d92bc5a7c1,defmin_mentionee__a12e5793d9a61143ee5826d92bc5a7c1
10th medical operations squadron,US 10th Medical Operations Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Medical Operations Squadron,,defmin_mentionee,ae85e469aded61cb8363dc043ba8e26f,defmin_mentionee__ae85e469aded61cb8363dc043ba8e26f
10th medical support squadron,US 10th Medical Support Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Medical Support Squadron,,defmin_mentionee,dd119215998965b8fc43f7769819bd93,defmin_mentionee__dd119215998965b8fc43f7769819bd93
10th mission support group,US 10th Mission Support Group,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Mission Support Group,,defmin_mentionee,17c397df18dd0f4864421150a3ba817b,defmin_mentionee__17c397df18dd0f4864421150a3ba817b
10th mountain division,US 10th Mountain Division,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Mountain Division,,defmin_mentionee,8496da53b0584126fb63cf0e4cefc781,defmin_mentionee__8496da53b0584126fb63cf0e4cefc781
10th mountain division 1st infantry brigade combat team,US 10th Mountain Division 1st Infantry Brigade Combat Team,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Mountain Division 1st Infantry Brigade Combat Team,,defmin_mentionee,6f08cb7784d145fd7bd69c96c0cbb8ed,defmin_mentionee__6f08cb7784d145fd7bd69c96c0cbb8ed
10th mountain division 2nd infantry brigade combat team,US 10th Mountain Division 2nd Infantry Brigade Combat Team,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Mountain Division 2nd Infantry Brigade Combat Team,,defmin_mentionee,29121c32f788388ce0dc23ecf44da7fb,defmin_mentionee__29121c32f788388ce0dc23ecf44da7fb
10th mountain division artillery,US 10th Mountain Division Artillery,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Mountain Division Artillery,,defmin_mentionee,171f99a9b1e964d28a22c6eadd848892,defmin_mentionee__171f99a9b1e964d28a22c6eadd848892
10th mountain division combat aviation brigade,US 10th Mountain Division Combat Aviation Brigade,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Mountain Division Combat Aviation Brigade,,defmin_mentionee,104d26b257c2dcf0f6c1cf0f5fdb73fc,defmin_mentionee__104d26b257c2dcf0f6c1cf0f5fdb73fc
10th mountain division sustainment brigade,US 10th Mountain Division Sustainment Brigade,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Mountain Division Sustainment Brigade,,defmin_mentionee,6daf6991d8a7b22e491cf84e6408175c,defmin_mentionee__6daf6991d8a7b22e491cf84e6408175c
10th security forces squadron,US 10th Security Forces Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Security Forces Squadron,,defmin_mentionee,7de2d0e1433eb0bda517902dc96e7556,defmin_mentionee__7de2d0e1433eb0bda517902dc96e7556
10th space warning squadron,US 10th Space Warning Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Space Warning Squadron,,defmin_mentionee,e27e979b2c6c866af34a27009ed3a50f,defmin_mentionee__e27e979b2c6c866af34a27009ed3a50f
10th special forces group,US 10th Special Forces Group,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Special Forces Group,,defmin_mentionee,94a20ceae8f66cf65dd5d9f546b69eff,defmin_mentionee__94a20ceae8f66cf65dd5d9f546b69eff
10th special forces group 1st battalion,US 10th Special Forces Group 1st Battalion,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Special Forces Group 1st Battalion,,defmin_mentionee,0cfe10f81177d3e47fe52754d5c6c7f1,defmin_mentionee__0cfe10f81177d3e47fe52754d5c6c7f1
10th special forces group 2nd battalion,US 10th Special Forces Group 2nd Battalion,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Special Forces Group 2nd Battalion,,defmin_mentionee,6326a783690e951b2a7ce2f850b66de2,defmin_mentionee__6326a783690e951b2a7ce2f850b66de2
10th special forces group 3rd battalion,US 10th Special Forces Group 3rd Battalion,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Special Forces Group 3rd Battalion,,defmin_mentionee,554cacdfa771d6732d5add467a99c8cc,defmin_mentionee__554cacdfa771d6732d5add467a99c8cc
10th special forces group 4th battalion,US 10th Special Forces Group 4th Battalion,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Special Forces Group 4th Battalion,,defmin_mentionee,5fc39823eca59ffafcdce582be1e50ca,defmin_mentionee__5fc39823eca59ffafcdce582be1e50ca
10th surgical operations squadron,US 10th Surgical Operations Squadron,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 10th Surgical Operations Squadron,,defmin_mentionee,adbcf6be3a27a93d4d94277ae92e370d,defmin_mentionee__adbcf6be3a27a93d4d94277ae92e370d
110th attack wing,US 110th Attack Wing,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 110th Attack Wing,,defmin_mentionee,8601148e193b6047b1110443a993d373,defmin_mentionee__8601148e193b6047b1110443a993d373
110th attack wing command post,US 110th Attack Wing Command Post,188258,,,command,,,,,,,,,,,,,,,,,,,Command,US 110th Attack Wing Command Post,,defmin_mentionee,74b598b0c20f64b5dde4e47f85a00d50,defmin_mentionee__74b598b0c20f64b5dde4e47f85a00d50
