keyword,caption_name,location_id,groups,country,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
reconquista,"Reconquista, Argentina",reconquistaargentina,argentina,Argentina,Shipping,"Reconquista, Argentina",,dgm_latamnarcoticslocations,59e4d09da1254ce8c33a7b6ae054f53b,dgm_latamnarcoticslocations__59e4d09da1254ce8c33a7b6ae054f53b
wilde,"Wilde, Argentina",wildeargentina,argentina,Argentina,AAEntity,"Wilde, Argentina",,dgm_latamnarcoticslocations,c608c8f47a12240735f1ebdefc9950fb,dgm_latamnarcoticslocations__c608c8f47a12240735f1ebdefc9950fb
martinez,"Martinez, Argentina",martinezargentina,argentina,Argentina,Pipeline,"Martinez, Argentina",,dgm_latamnarcoticslocations,34b85cac94285dc35df99b953eef935d,dgm_latamnarcoticslocations__34b85cac94285dc35df99b953eef935d
santo tome,"Santo Tome, Argentina",santotomeargentina,argentina,Argentina,Shipping,"Santo Tome, Argentina",,dgm_latamnarcoticslocations,1bbfbb605fa2b4032e7bd9eb1950050c,dgm_latamnarcoticslocations__1bbfbb605fa2b4032e7bd9eb1950050c
don torcuato,"Don Torcuato, Argentina",dontorcuatoargentina,argentina,Argentina,Media,"Don Torcuato, Argentina",,dgm_latamnarcoticslocations,1b2c954891d763e6638f4b5fa2f07d2a,dgm_latamnarcoticslocations__1b2c954891d763e6638f4b5fa2f07d2a
gerli,"Gerli, Argentina",gerliargentina,argentina,Argentina,Pipeline,"Gerli, Argentina",,dgm_latamnarcoticslocations,9937e83f509f557b6623cacd0a12fb70,dgm_latamnarcoticslocations__9937e83f509f557b6623cacd0a12fb70
banda del rio sali,"Banda del Rio Sali, Argentina",bandadelriosaliargentina,argentina,Argentina,ForeignMinister,"Banda del Rio Sali, Argentina",,dgm_latamnarcoticslocations,e0d235cebde847d906930300f75dd83b,dgm_latamnarcoticslocations__e0d235cebde847d906930300f75dd83b
obera,"Obera, Argentina",oberaargentina,argentina,Argentina,CompanyKeyword,"Obera, Argentina",,dgm_latamnarcoticslocations,772cff628f2a7571453dfea4150471dc,dgm_latamnarcoticslocations__772cff628f2a7571453dfea4150471dc
general rodriguez,"General Rodriguez, Argentina",generalrodriguezargentina,argentina,Argentina,Keyphrase,"General Rodriguez, Argentina",,dgm_latamnarcoticslocations,cf7169f1aaf29f004c64236a8d58c0d2,dgm_latamnarcoticslocations__cf7169f1aaf29f004c64236a8d58c0d2
tartagal,"Tartagal, Argentina",tartagalargentina,argentina,Argentina,Pipeline,"Tartagal, Argentina",,dgm_latamnarcoticslocations,b92544c14d8abe4fe2aa3b389e25aaa1,dgm_latamnarcoticslocations__b92544c14d8abe4fe2aa3b389e25aaa1
villa tesei,"Villa Tesei, Argentina",villateseiargentina,argentina,Argentina,ForeignMinistry,"Villa Tesei, Argentina",,dgm_latamnarcoticslocations,d0a5b54188c153489e579813bc076180,dgm_latamnarcoticslocations__d0a5b54188c153489e579813bc076180
villa carlos paz,"Villa Carlos Paz, Argentina",villacarlospazargentina,argentina,Argentina,CompanyKeyword,"Villa Carlos Paz, Argentina",,dgm_latamnarcoticslocations,edeed9eebabaf873e84c0ae5e87d24db,dgm_latamnarcoticslocations__edeed9eebabaf873e84c0ae5e87d24db
ciudad jardin el libertador,"Ciudad Jardin El Libertador, Argentina",ciudadjardinellibertadorargentina,argentina,Argentina,ForeignMinister,"Ciudad Jardin El Libertador, Argentina",,dgm_latamnarcoticslocations,54d315f5f01aafc15b01b3664e0d05a0,dgm_latamnarcoticslocations__54d315f5f01aafc15b01b3664e0d05a0
sarandi,"Sarandi, Argentina",sarandiargentina,argentina,Argentina,News,"Sarandi, Argentina",,dgm_latamnarcoticslocations,de191004caf69dca34a7c72ace81a1c1,dgm_latamnarcoticslocations__de191004caf69dca34a7c72ace81a1c1
hurlingham,"Hurlingham, Argentina",hurlinghamargentina,argentina,Argentina,IndustryTerm,"Hurlingham, Argentina",,dgm_latamnarcoticslocations,94a52bd1b5ab7aab16a903b298716f62,dgm_latamnarcoticslocations__94a52bd1b5ab7aab16a903b298716f62
villa elvira,"Villa Elvira, Argentina",villaelviraargentina,argentina,Argentina,Refinery,"Villa Elvira, Argentina",,dgm_latamnarcoticslocations,b0459f1cf83183e91cdb6c2503fbe6c7,dgm_latamnarcoticslocations__b0459f1cf83183e91cdb6c2503fbe6c7
garin,"Garin, Argentina",garinargentina,argentina,Argentina,CompanyKeyword,"Garin, Argentina",,dgm_latamnarcoticslocations,3a37af6f5ba4bf455de3294ebcf07c1f,dgm_latamnarcoticslocations__3a37af6f5ba4bf455de3294ebcf07c1f
villa dominico,"Villa Dominico, Argentina",villadominicoargentina,argentina,Argentina,FTO,"Villa Dominico, Argentina",,dgm_latamnarcoticslocations,7637cb6e3be62b19dea0098c3aec5a90,dgm_latamnarcoticslocations__7637cb6e3be62b19dea0098c3aec5a90
beccar,"Beccar, Argentina",beccarargentina,argentina,Argentina,Wells,"Beccar, Argentina",,dgm_latamnarcoticslocations,62b5135414d4630d09f3aa91b992f86c,dgm_latamnarcoticslocations__62b5135414d4630d09f3aa91b992f86c
punta alta,"Punta Alta, Argentina",puntaaltaargentina,argentina,Argentina,Person,"Punta Alta, Argentina",,dgm_latamnarcoticslocations,359a7da930d4ea396f920d99c2d1a472,dgm_latamnarcoticslocations__359a7da930d4ea396f920d99c2d1a472
chivilcoy,"Chivilcoy, Argentina",chivilcoyargentina,argentina,Argentina,Organization,"Chivilcoy, Argentina",,dgm_latamnarcoticslocations,a6a5878afdbc288f6c0dd7e821e8b32e,dgm_latamnarcoticslocations__a6a5878afdbc288f6c0dd7e821e8b32e
glew,"Glew, Argentina",glewargentina,argentina,Argentina,Pipeline,"Glew, Argentina",,dgm_latamnarcoticslocations,1d8c48ced68ad0d084ff837682ce38b1,dgm_latamnarcoticslocations__1d8c48ced68ad0d084ff837682ce38b1
eldorado,"Eldorado, Argentina",eldoradoargentina,argentina,Argentina,LegislativeCommittee,"Eldorado, Argentina",,dgm_latamnarcoticslocations,374b22b192b9a9607fc7ee071596114f,dgm_latamnarcoticslocations__374b22b192b9a9607fc7ee071596114f
ushuaia,"Ushuaia, Argentina",ushuaiaargentina,argentina,Argentina,Refinery,"Ushuaia, Argentina",,dgm_latamnarcoticslocations,e9527dcce5bfd32f8901b038cf5813a1,dgm_latamnarcoticslocations__e9527dcce5bfd32f8901b038cf5813a1
general pico,"General Pico, Argentina",generalpicoargentina,argentina,Argentina,Organization,"General Pico, Argentina",,dgm_latamnarcoticslocations,65bb1258cc3a6737fdb02eaaa10552af,dgm_latamnarcoticslocations__65bb1258cc3a6737fdb02eaaa10552af
rafael calzada,"Rafael Calzada, Argentina",rafaelcalzadaargentina,argentina,Argentina,Exec,"Rafael Calzada, Argentina",,dgm_latamnarcoticslocations,e4775ef96cd2726202070a32ea015817,dgm_latamnarcoticslocations__e4775ef96cd2726202070a32ea015817
belen de escobar,"Belen de Escobar, Argentina",belendeescobarargentina,argentina,Argentina,News,"Belen de Escobar, Argentina",,dgm_latamnarcoticslocations,15b6723fc2970c58204c139b1ca196bc,dgm_latamnarcoticslocations__15b6723fc2970c58204c139b1ca196bc
barranqueras,"Barranqueras, Argentina",barranquerasargentina,argentina,Argentina,AAEntity,"Barranqueras, Argentina",,dgm_latamnarcoticslocations,981e3f3ff63cdd01ee0b627fcb25ecf1,dgm_latamnarcoticslocations__981e3f3ff63cdd01ee0b627fcb25ecf1
los hornos,"Los Hornos, Argentina",loshornosargentina,argentina,Argentina,LegislativeCommittee,"Los Hornos, Argentina",,dgm_latamnarcoticslocations,b1a7c784a8b9e2545bd028e00b470068,dgm_latamnarcoticslocations__b1a7c784a8b9e2545bd028e00b470068
mariano acosta,"Mariano Acosta, Argentina",marianoacostaargentina,argentina,Argentina,space,"Mariano Acosta, Argentina",,dgm_latamnarcoticslocations,5479f0420a604b0a9152518fe9443ffd,dgm_latamnarcoticslocations__5479f0420a604b0a9152518fe9443ffd
san francisco solano,"San Francisco Solano, Argentina",sanfranciscosolanoargentina,argentina,Argentina,Organization,"San Francisco Solano, Argentina",,dgm_latamnarcoticslocations,5c700b0d747e4a73bf4ef77cc62d7f6a,dgm_latamnarcoticslocations__5c700b0d747e4a73bf4ef77cc62d7f6a
los polvorines,"Los Polvorines, Argentina",lospolvorinesargentina,argentina,Argentina,FTO,"Los Polvorines, Argentina",,dgm_latamnarcoticslocations,42217d02e60cb81e160d00ffb9066eba,dgm_latamnarcoticslocations__42217d02e60cb81e160d00ffb9066eba
lomas del mirador,"Lomas del Mirador, Argentina",lomasdelmiradorargentina,argentina,Argentina,ForeignMinister,"Lomas del Mirador, Argentina",,dgm_latamnarcoticslocations,34231ba7fc9644bd8ed448698da1434c,dgm_latamnarcoticslocations__34231ba7fc9644bd8ed448698da1434c
clorinda,"Clorinda, Argentina",clorindaargentina,argentina,Argentina,Person,"Clorinda, Argentina",,dgm_latamnarcoticslocations,4ae4c180ece9da379c9c6fe95d41256f,dgm_latamnarcoticslocations__4ae4c180ece9da379c9c6fe95d41256f
viedma,"Viedma, Argentina",viedmaargentina,argentina,Argentina,DiplomaticFacilities,"Viedma, Argentina",,dgm_latamnarcoticslocations,e8cf01f49d14d46bfdf67d1425033857,dgm_latamnarcoticslocations__e8cf01f49d14d46bfdf67d1425033857
caleta olivia,"Caleta Olivia, Argentina",caletaoliviaargentina,argentina,Argentina,Wells,"Caleta Olivia, Argentina",,dgm_latamnarcoticslocations,4faba524ce324b1b0b46dd0d2763a84c,dgm_latamnarcoticslocations__4faba524ce324b1b0b46dd0d2763a84c
bosques,"Bosques, Argentina",bosquesargentina,argentina,Argentina,AAEntity,"Bosques, Argentina",,dgm_latamnarcoticslocations,3f3f23bf4c395028a7cb319d24990a53,dgm_latamnarcoticslocations__3f3f23bf4c395028a7cb319d24990a53
palpala,"Palpala, Argentina",palpalaargentina,argentina,Argentina,DiplomaticFacilities,"Palpala, Argentina",,dgm_latamnarcoticslocations,5a8b2ee1d881da05d20959382840a1b8,dgm_latamnarcoticslocations__5a8b2ee1d881da05d20959382840a1b8
yerba buena,"Yerba Buena, Argentina",yerbabuenaargentina,argentina,Argentina,AAEntity,"Yerba Buena, Argentina",,dgm_latamnarcoticslocations,d6be2ca51fb64b4eeec30a7f5552bae5,dgm_latamnarcoticslocations__d6be2ca51fb64b4eeec30a7f5552bae5
villa centenario,"Villa Centenario, Argentina",villacentenarioargentina,argentina,Argentina,Refinery,"Villa Centenario, Argentina",,dgm_latamnarcoticslocations,9b992a398b1e928314c75c078a756b09,dgm_latamnarcoticslocations__9b992a398b1e928314c75c078a756b09
ciudad perico,"Ciudad Perico, Argentina",ciudadpericoargentina,argentina,Argentina,ForeignMinistry,"Ciudad Perico, Argentina",,dgm_latamnarcoticslocations,bf02f5f2358ca987e750d9aef2feb616,dgm_latamnarcoticslocations__bf02f5f2358ca987e750d9aef2feb616
gobernador julio a costa,"Gobernador Julio A Costa, Argentina",gobernadorjulioacostaargentina,argentina,Argentina,Organization,"Gobernador Julio A Costa, Argentina",,dgm_latamnarcoticslocations,47be2c2d975187dc74d93648a0537ddb,dgm_latamnarcoticslocations__47be2c2d975187dc74d93648a0537ddb
william morris,"William Morris, Argentina",williammorrisargentina,argentina,Argentina,DiplomaticFacilities,"William Morris, Argentina",,dgm_latamnarcoticslocations,47a0614539eb950a0dbe61f5ac9bb55a,dgm_latamnarcoticslocations__47a0614539eb950a0dbe61f5ac9bb55a
el jaguel,"El Jaguel, Argentina",eljaguelargentina,argentina,Argentina,IndustryTerm,"El Jaguel, Argentina",,dgm_latamnarcoticslocations,cf9caa4e33f44547a23430ac3d6b2b29,dgm_latamnarcoticslocations__cf9caa4e33f44547a23430ac3d6b2b29
villa mariano mareno,"Villa Mariano Mareno, Argentina",villamarianomarenoargentina,argentina,Argentina,Person,"Villa Mariano Mareno, Argentina",,dgm_latamnarcoticslocations,b30230bc16b8c7e38112e5b4de30565e,dgm_latamnarcoticslocations__b30230bc16b8c7e38112e5b4de30565e
alta gracia,"Alta Gracia, Argentina",altagraciaargentina,argentina,Argentina,Media,"Alta Gracia, Argentina",,dgm_latamnarcoticslocations,993cb52482d603dec2cc8b770a751e4f,dgm_latamnarcoticslocations__993cb52482d603dec2cc8b770a751e4f
longchamps,"Longchamps, Argentina",longchampsargentina,argentina,Argentina,Wells,"Longchamps, Argentina",,dgm_latamnarcoticslocations,e50ff3892180af5afddc3fd69659b207,dgm_latamnarcoticslocations__e50ff3892180af5afddc3fd69659b207
villa constitucion,"Villa Constitucion, Argentina",villaconstitucionargentina,argentina,Argentina,Pipeline,"Villa Constitucion, Argentina",,dgm_latamnarcoticslocations,bfec81ab57d7a3876e7154a1b8f4328c,dgm_latamnarcoticslocations__bfec81ab57d7a3876e7154a1b8f4328c
tres arroyos,"Tres Arroyos, Argentina",tresarroyosargentina,argentina,Argentina,Organization,"Tres Arroyos, Argentina",,dgm_latamnarcoticslocations,a839f7e288db585b8b4885293a4e5612,dgm_latamnarcoticslocations__a839f7e288db585b8b4885293a4e5612
garupa,"Garupa, Argentina",garupaargentina,argentina,Argentina,Legislator,"Garupa, Argentina",,dgm_latamnarcoticslocations,4ea637ca18874312b664be0a38b0dd2b,dgm_latamnarcoticslocations__4ea637ca18874312b664be0a38b0dd2b
libertador general san martin,"Libertador General San Martin, Argentina",libertadorgeneralsanmartinargentina,argentina,Argentina,Media,"Libertador General San Martin, Argentina",,dgm_latamnarcoticslocations,b076e1a5a3ad1eb3f9b15ba58f9ebd46,dgm_latamnarcoticslocations__b076e1a5a3ad1eb3f9b15ba58f9ebd46
rio tercero,"Rio Tercero, Argentina",rioterceroargentina,argentina,Argentina,Pipeline,"Rio Tercero, Argentina",,dgm_latamnarcoticslocations,d6ad52afff5ec5b53413c26ec6d5ad34,dgm_latamnarcoticslocations__d6ad52afff5ec5b53413c26ec6d5ad34
villa adelina,"Villa Adelina, Argentina",villaadelinaargentina,argentina,Argentina,Refinery,"Villa Adelina, Argentina",,dgm_latamnarcoticslocations,eba29119874bbf2892fefe9804682ed2,dgm_latamnarcoticslocations__eba29119874bbf2892fefe9804682ed2
villa de mayo,"Villa de Mayo, Argentina",villademayoargentina,argentina,Argentina,Keyphrase,"Villa de Mayo, Argentina",,dgm_latamnarcoticslocations,2adcf6dfd0eb1e747278720ccf376367,dgm_latamnarcoticslocations__2adcf6dfd0eb1e747278720ccf376367
general pacheco,"General Pacheco, Argentina",generalpachecoargentina,argentina,Argentina,Person,"General Pacheco, Argentina",,dgm_latamnarcoticslocations,4766a17e206e38615989782935900487,dgm_latamnarcoticslocations__4766a17e206e38615989782935900487
paso de los libres,"Paso de los Libres, Argentina",pasodeloslibresargentina,argentina,Argentina,Pipeline,"Paso de los Libres, Argentina",,dgm_latamnarcoticslocations,79bbd314654c325db7627d802f17b918,dgm_latamnarcoticslocations__79bbd314654c325db7627d802f17b918
granadero baigorria,"Granadero Baigorria, Argentina",granaderobaigorriaargentina,argentina,Argentina,ForeignMinister,"Granadero Baigorria, Argentina",,dgm_latamnarcoticslocations,600e48a887e732d93a5f76419540c13c,dgm_latamnarcoticslocations__600e48a887e732d93a5f76419540c13c
villa fiorito,"Villa Fiorito, Argentina",villafioritoargentina,argentina,Argentina,ForeignMinistry,"Villa Fiorito, Argentina",,dgm_latamnarcoticslocations,801ca7b092684bf5f3f8ef58ccf8441b,dgm_latamnarcoticslocations__801ca7b092684bf5f3f8ef58ccf8441b
lincoln,"Lincoln, Argentina",lincolnargentina,argentina,Argentina,ForeignMinister,"Lincoln, Argentina",,dgm_latamnarcoticslocations,46efd4a0598ffdf324580f2aada350a8,dgm_latamnarcoticslocations__46efd4a0598ffdf324580f2aada350a8
paso del rey,"Paso del Rey, Argentina",pasodelreyargentina,argentina,Argentina,space,"Paso del Rey, Argentina",,dgm_latamnarcoticslocations,f2e47b52dbea89f23d9889fd3201326f,dgm_latamnarcoticslocations__f2e47b52dbea89f23d9889fd3201326f
llavallol,"Llavallol, Argentina",llavallolargentina,argentina,Argentina,space,"Llavallol, Argentina",,dgm_latamnarcoticslocations,3ebdd621d1ac1759a009e66aeed5b64b,dgm_latamnarcoticslocations__3ebdd621d1ac1759a009e66aeed5b64b
villa angela,"Villa angela, Argentina",villaangelaargentina,argentina,Argentina,IndustryTerm,"Villa angela, Argentina",,dgm_latamnarcoticslocations,fd3d96a4e1bf5a42f3d3101cc9939607,dgm_latamnarcoticslocations__fd3d96a4e1bf5a42f3d3101cc9939607
tortuguitas,"Tortuguitas, Argentina",tortuguitasargentina,argentina,Argentina,AAEntity,"Tortuguitas, Argentina",,dgm_latamnarcoticslocations,cc27307a1003d989382f397000029ff5,dgm_latamnarcoticslocations__cc27307a1003d989382f397000029ff5
claypole,"Claypole, Argentina",claypoleargentina,argentina,Argentina,Keyphrase,"Claypole, Argentina",,dgm_latamnarcoticslocations,d5414b08078913531565db42cc0b8e5b,dgm_latamnarcoticslocations__d5414b08078913531565db42cc0b8e5b
valentin alsina,"Valentin Alsina, Argentina",valentinalsinaargentina,argentina,Argentina,Diplomat,"Valentin Alsina, Argentina",,dgm_latamnarcoticslocations,dd7ffb93d01b4db0a513cc7c43766f01,dgm_latamnarcoticslocations__dd7ffb93d01b4db0a513cc7c43766f01
apostoles,"Apostoles, Argentina",apostolesargentina,argentina,Argentina,News,"Apostoles, Argentina",,dgm_latamnarcoticslocations,81c9614c0fe7a7c5e1c583c5f83221e7,dgm_latamnarcoticslocations__81c9614c0fe7a7c5e1c583c5f83221e7
jose marmol,"Jose Marmol, Argentina",josemarmolargentina,argentina,Argentina,Keyphrase,"Jose Marmol, Argentina",,dgm_latamnarcoticslocations,ebde50903c212fae70035b88d2d7c175,dgm_latamnarcoticslocations__ebde50903c212fae70035b88d2d7c175
gualeguay,"Gualeguay, Argentina",gualeguayargentina,argentina,Argentina,DiplomaticFacilities,"Gualeguay, Argentina",,dgm_latamnarcoticslocations,d95dc548ad506f530e4659cbefe3db8e,dgm_latamnarcoticslocations__d95dc548ad506f530e4659cbefe3db8e
esperanza,"Esperanza, Argentina",esperanzaargentina,argentina,Argentina,LegislativeCommittee,"Esperanza, Argentina",,dgm_latamnarcoticslocations,1fcadde14c30e00290691df1820898f6,dgm_latamnarcoticslocations__1fcadde14c30e00290691df1820898f6
tafi viejo,"Tafi Viejo, Argentina",tafiviejoargentina,argentina,Argentina,Organization,"Tafi Viejo, Argentina",,dgm_latamnarcoticslocations,c398c52e11fa4c53f472e4ae274529c9,dgm_latamnarcoticslocations__c398c52e11fa4c53f472e4ae274529c9
virreyes,"Virreyes, Argentina",virreyesargentina,argentina,Argentina,space,"Virreyes, Argentina",,dgm_latamnarcoticslocations,17c0f60150dde4d551e119e371f540ce,dgm_latamnarcoticslocations__17c0f60150dde4d551e119e371f540ce
ingeniero pablo nogues,"Ingeniero Pablo Nogues, Argentina",ingenieropablonoguesargentina,argentina,Argentina,Media,"Ingeniero Pablo Nogues, Argentina",,dgm_latamnarcoticslocations,ec322ef3569f143f639deca6241d9a91,dgm_latamnarcoticslocations__ec322ef3569f143f639deca6241d9a91
alderetes,"Alderetes, Argentina",alderetesargentina,argentina,Argentina,Diplomat,"Alderetes, Argentina",,dgm_latamnarcoticslocations,bd1e0f2d0bd6006af98efddda388aa6e,dgm_latamnarcoticslocations__bd1e0f2d0bd6006af98efddda388aa6e
balcarce,"Balcarce, Argentina",balcarceargentina,argentina,Argentina,CompanyKeyword,"Balcarce, Argentina",,dgm_latamnarcoticslocations,eaa23376fd100d2e6f22f26a3f097a12,dgm_latamnarcoticslocations__eaa23376fd100d2e6f22f26a3f097a12
haedo,"Haedo, Argentina",haedoargentina,argentina,Argentina,Exec,"Haedo, Argentina",,dgm_latamnarcoticslocations,362bdba4de9b241f6ff76c10078abf56,dgm_latamnarcoticslocations__362bdba4de9b241f6ff76c10078abf56
san antonio de padua,"San Antonio de Padua, Argentina",sanantoniodepaduaargentina,argentina,Argentina,Exec,"San Antonio de Padua, Argentina",,dgm_latamnarcoticslocations,75236c2e0c0c6e605ff7f61e765178f0,dgm_latamnarcoticslocations__75236c2e0c0c6e605ff7f61e765178f0
juan jose castelli,"Juan Jose Castelli, Argentina",juanjosecastelliargentina,argentina,Argentina,ForeignMinistry,"Juan Jose Castelli, Argentina",,dgm_latamnarcoticslocations,0264ad0dade79472857e846b3c1571fd,dgm_latamnarcoticslocations__0264ad0dade79472857e846b3c1571fd
nueve de julio,"Nueve de Julio, Argentina",nuevedejulioargentina,argentina,Argentina,AAEntity,"Nueve de Julio, Argentina",,dgm_latamnarcoticslocations,8b74ba01059ac1953ab2953ca261a9cc,dgm_latamnarcoticslocations__8b74ba01059ac1953ab2953ca261a9cc
dock sud,"Dock Sud, Argentina",docksudargentina,argentina,Argentina,FTO,"Dock Sud, Argentina",,dgm_latamnarcoticslocations,647c9609e2003938c1c032294c91b254,dgm_latamnarcoticslocations__647c9609e2003938c1c032294c91b254
munro,"Munro, Argentina",munroargentina,argentina,Argentina,Diplomat,"Munro, Argentina",,dgm_latamnarcoticslocations,b082c857e6be49e4b1816e0552197e84,dgm_latamnarcoticslocations__b082c857e6be49e4b1816e0552197e84
cutral co,"Cutral Co, Argentina",cutralcoargentina,argentina,Argentina,Pipeline,"Cutral Co, Argentina",,dgm_latamnarcoticslocations,e1d55e022c01c4c331c602ecac4cdc32,dgm_latamnarcoticslocations__e1d55e022c01c4c331c602ecac4cdc32
villa ballester,"Villa Ballester, Argentina",villaballesterargentina,argentina,Argentina,Shipping,"Villa Ballester, Argentina",,dgm_latamnarcoticslocations,62663109f68005290a48837aff110fce,dgm_latamnarcoticslocations__62663109f68005290a48837aff110fce
casilda,"Casilda, Argentina",casildaargentina,argentina,Argentina,Diplomat,"Casilda, Argentina",,dgm_latamnarcoticslocations,66d36c06c3d4176ae8074e13a2c92039,dgm_latamnarcoticslocations__66d36c06c3d4176ae8074e13a2c92039
